# f, real(s11), imag(s11), real(s21), imag(s21), real(s22), imag(s22)
9.445190429999999537e+01 -6.351501869271344858e-04 7.115655874160783934e-03 4.632268389844937384e-01 -8.685670758745174247e-01 1.990543318546759977e-02 -4.675762555377452334e-03
9.445800780999999802e+01 -6.344989524263919267e-04 7.115439819668493981e-03 4.631663635321901507e-01 -8.685985232869064543e-01 1.990536568199130496e-02 -4.676453450619478050e-03
9.446411132999999438e+01 -6.338477494262015344e-04 7.115223710112764111e-03 4.631058858809822820e-01 -8.686299665324914709e-01 1.990529815579443473e-02 -4.677144376870012894e-03
9.447021483999999703e+01 -6.331965800647279541e-04 7.115007546205538713e-03 4.630454062293317130e-01 -8.686614055081531838e-01 1.990523060710880365e-02 -4.677835331886745496e-03
9.447631835999999339e+01 -6.325454422120499465e-04 7.114791327241153096e-03 4.629849243793550673e-01 -8.686928403168276969e-01 1.990516303572326118e-02 -4.678526317955726543e-03
9.448242188000000397e+01 -6.318943369390053744e-04 7.114575053575301899e-03 4.629244404304297955e-01 -8.687242709069129543e-01 1.990509544175886325e-02 -4.679217333967420830e-03
9.448852539000000661e+01 -6.312432653171051733e-04 7.114358725565241015e-03 4.628639544819496132e-01 -8.687556972268388744e-01 1.990502782533674908e-02 -4.679908378810984301e-03
9.449462891000000297e+01 -6.305922252166293318e-04 7.114142342504535532e-03 4.628034663360073853e-01 -8.687871193794929336e-01 1.990496018624586527e-02 -4.680599454773129442e-03
9.450073242000000562e+01 -6.299412187747432945e-04 7.113925905104956371e-03 4.627429761911032169e-01 -8.688185372618295599e-01 1.990489252471451531e-02 -4.681290559611221355e-03
9.450683594000000198e+01 -6.292902438629552342e-04 7.113709412659319220e-03 4.626824838493140413e-01 -8.688499509767131368e-01 1.990482484053315848e-02 -4.681981695611777371e-03
9.451293945000000463e+01 -6.286393026179448729e-04 7.113492865879644800e-03 4.626219895091536749e-01 -8.688813604211242936e-01 1.990475713393601020e-02 -4.682672860532082794e-03
9.451904297000000099e+01 -6.279883929111926277e-04 7.113276264058526754e-03 4.625614929726843960e-01 -8.689127656978936631e-01 1.990468940470770109e-02 -4.683364056658854448e-03
9.452514648000000363e+01 -6.273375168792186263e-04 7.113059607908714388e-03 4.625009944384330662e-01 -8.689441667040356254e-01 1.990462165308108655e-02 -4.684055281749036764e-03
9.453125000000000000e+01 -6.266866723936975747e-04 7.112842896722412767e-03 4.624404937084559686e-01 -8.689755635423499491e-01 1.990455387884369765e-02 -4.684746538089649276e-03
9.453735351999999637e+01 -6.260358605248081409e-04 7.112626130856301854e-03 4.623799908821571991e-01 -8.690069561613082971e-01 1.990448608211857484e-02 -4.685437824569779405e-03
9.454345702999999901e+01 -6.253850823435547213e-04 7.112409310667713869e-03 4.623194860589671107e-01 -8.690383445094032044e-01 1.990441826302553896e-02 -4.686129140078713201e-03
9.454956054999999537e+01 -6.247343357209597658e-04 7.112192435449166128e-03 4.622589790409117327e-01 -8.690697286894037976e-01 1.990435042135227373e-02 -4.686820486903955051e-03
9.455566405999999802e+01 -6.240836227934601355e-04 7.111975505914434892e-03 4.621984700265578949e-01 -8.691011085983841866e-01 1.990428255733171781e-02 -4.687511862801339163e-03
9.456176757999999438e+01 -6.234329414327305363e-04 7.111758521353581108e-03 4.621379588179152509e-01 -8.691324843390790811e-01 1.990421467075145778e-02 -4.688203270058307476e-03
9.456787108999999703e+01 -6.227822937754159960e-04 7.111541482480346343e-03 4.620774456135656738e-01 -8.691638558086032251e-01 1.990414676184129594e-02 -4.688894706431147828e-03
9.457397460999999339e+01 -6.221316776936700044e-04 7.111324388585374412e-03 4.620169302155050506e-01 -8.691952231096684578e-01 1.990407883039421733e-02 -4.689586174207544152e-03
9.458007811999999603e+01 -6.214810953230828772e-04 7.111107240383579553e-03 4.619564128223279109e-01 -8.692265861394050663e-01 1.990401087663834501e-02 -4.690277671142691410e-03
9.458618164000000661e+01 -6.208305445355583041e-04 7.110890037164085964e-03 4.618958932360240910e-01 -8.692579450005011310e-01 1.990394290036261171e-02 -4.690969199524822573e-03
9.459228516000000297e+01 -6.201800264020035369e-04 7.110672779285551193e-03 4.618353715560302164e-01 -8.692892996414756102e-01 1.990387490168771256e-02 -4.691660758242442199e-03
9.459838867000000562e+01 -6.195295419917229429e-04 7.110455467105862570e-03 4.617748478818061719e-01 -8.693206500109003088e-01 1.990380688073460635e-02 -4.692352346184371428e-03
9.460449219000000198e+01 -6.188790891769879732e-04 7.110238099916309229e-03 4.617143220153243632e-01 -8.693519962114071298e-01 1.990373883729322502e-02 -4.693043965638197049e-03
9.461059570000000463e+01 -6.182286700937567048e-04 7.110020678429473939e-03 4.616537941552004143e-01 -8.693833381402074068e-01 1.990367077159452269e-02 -4.693735614359377702e-03
9.461669922000000099e+01 -6.175782826142867110e-04 7.109803201936652772e-03 4.615932641033944628e-01 -8.694146758999152791e-01 1.990360268342376837e-02 -4.694427294635900028e-03
9.462280273000000363e+01 -6.169279288740503464e-04 7.109585671151247288e-03 4.615327320585423387e-01 -8.694460093877560691e-01 1.990353457301685669e-02 -4.695119004222795059e-03
9.462890625000000000e+01 -6.162776067464015295e-04 7.109368085364456413e-03 4.614721978225880261e-01 -8.694773387063319259e-01 1.990346644015886235e-02 -4.695810745408289695e-03
9.463500976999999637e+01 -6.156273173000617605e-04 7.109150444932169077e-03 4.614116614949954620e-01 -8.695086638042159866e-01 1.990339828497368624e-02 -4.696502517080859002e-03
9.464111327999999901e+01 -6.149770616053415462e-04 7.108932750215200824e-03 4.613511231752436270e-01 -8.695399846300082558e-01 1.990333010758084387e-02 -4.697194318128670998e-03
9.464721679999999537e+01 -6.143268375348454047e-04 7.108715000501288073e-03 4.612905826652562435e-01 -8.695713012862615887e-01 1.990326190776800508e-02 -4.697886150839828551e-03
9.465332030999999802e+01 -6.136766472232338399e-04 7.108497196505851601e-03 4.612300401637034475e-01 -8.696026136702754705e-01 1.990319368576837222e-02 -4.698578012968765948e-03
9.465942382999999438e+01 -6.130264885444089429e-04 7.108279337518605412e-03 4.611694954724959161e-01 -8.696339218845809960e-01 1.990312544136696449e-02 -4.699269906804440407e-03
9.466552733999999703e+01 -6.123763636324205950e-04 7.108061424253679650e-03 4.611089487903147766e-01 -8.696652258264903068e-01 1.990305717479995407e-02 -4.699961830100838657e-03
9.467163085999999339e+01 -6.117262703614623209e-04 7.107843456000483007e-03 4.610483999190536641e-01 -8.696965255985138477e-01 1.990298888585380344e-02 -4.700653785147211952e-03
9.467773438000000397e+01 -6.110762098002278653e-04 7.107625433116833424e-03 4.609878489582067695e-01 -8.697278211492687205e-01 1.990292057464609909e-02 -4.701345770830604211e-03
9.468383789000000661e+01 -6.104261830177926118e-04 7.107407355962137852e-03 4.609272960072772207e-01 -8.697591124274115515e-01 1.990285224130323993e-02 -4.702037786038890284e-03
9.468994141000000297e+01 -6.097761878882321240e-04 7.107189223824361690e-03 4.608667408681378364e-01 -8.697903995353974960e-01 1.990278388560957901e-02 -4.702729833061757708e-03
9.469604492000000562e+01 -6.091262265457281222e-04 7.106971037419793080e-03 4.608061837395108773e-01 -8.698216823706257372e-01 1.990271550779962317e-02 -4.703421909651886966e-03
9.470214844000000198e+01 -6.084762968636830971e-04 7.106752796035654962e-03 4.607456244232508435e-01 -8.698529610355256736e-01 1.990264710765986267e-02 -4.704114018099047993e-03
9.470825195000000463e+01 -6.078264009767991860e-04 7.106534500388707321e-03 4.606850631180936517e-01 -8.698842354275158062e-01 1.990257868542359698e-02 -4.704806156156587406e-03
9.471435547000000099e+01 -6.071765367584719408e-04 7.106316149765985746e-03 4.606244996258888058e-01 -8.699155056489995541e-01 1.990251024087572040e-02 -4.705498326113912583e-03
9.472045898000000363e+01 -6.065267063431190042e-04 7.106097744884590228e-03 4.605639341453776070e-01 -8.699467715974327220e-01 1.990244177425067040e-02 -4.706190525723906101e-03
9.472656250000000000e+01 -6.058769076043440949e-04 7.105879285029821635e-03 4.605033664783990122e-01 -8.699780333751856443e-01 1.990237328533629724e-02 -4.706882757276417695e-03
9.473266601999999637e+01 -6.052271416117499525e-04 7.105660770563106132e-03 4.604427967244709707e-01 -8.700092909309458111e-01 1.990230477425392053e-02 -4.707575019658427964e-03
9.473876952999999901e+01 -6.045774094330311210e-04 7.105442201842615546e-03 4.603822249831310831e-01 -8.700405442134384604e-01 1.990223624112505418e-02 -4.708267311757130882e-03
9.474487304999999537e+01 -6.039277089435260426e-04 7.105223578154740149e-03 4.603216510561848884e-01 -8.700717933249926261e-01 1.990216768573470352e-02 -4.708959635862014492e-03
9.475097655999999802e+01 -6.032780422761466199e-04 7.105004900217835873e-03 4.602610751424217050e-01 -8.701030381631256194e-01 1.990209910831851337e-02 -4.709651989725836471e-03
9.475708007999999438e+01 -6.026284073060925173e-04 7.104786167316412548e-03 4.602004970436390785e-01 -8.701342788301460462e-01 1.990203050866269641e-02 -4.710344375638368490e-03
9.476318358999999703e+01 -6.019788061657066480e-04 7.104567380169589386e-03 4.601399169586305460e-01 -8.701655152236105195e-01 1.990196188699927538e-02 -4.711036791352379502e-03
9.476928710999999339e+01 -6.013292367305078656e-04 7.104348538062313367e-03 4.600793346891800528e-01 -8.701967474457832363e-01 1.990189324311586461e-02 -4.711729239157688882e-03
9.477539061999999603e+01 -6.006797011328182667e-04 7.104129641712780829e-03 4.600187504340975120e-01 -8.702279753942541163e-01 1.990182457724770648e-02 -4.712421716806294500e-03
9.478149414000000661e+01 -6.000301972484342605e-04 7.103910690405459971e-03 4.599581639951539902e-01 -8.702591991712687047e-01 1.990175588917665606e-02 -4.713114226588344460e-03
9.478759766000000297e+01 -5.993807261455014190e-04 7.103691684501124703e-03 4.598975754719034081e-01 -8.702904187255879886e-01 1.990168717902858486e-02 -4.713806767390978092e-03
9.479370117000000562e+01 -5.987312888920404141e-04 7.103472624360174237e-03 4.598369849639134532e-01 -8.703216340059807266e-01 1.990161844692413251e-02 -4.714499338100188071e-03
9.479980469000000198e+01 -5.980818833630496822e-04 7.103253509266313492e-03 4.597763922729274921e-01 -8.703528451146695932e-01 1.990154969264820717e-02 -4.715191941006286434e-03
9.480590820000000463e+01 -5.974325116913509204e-04 7.103034339939584552e-03 4.597157975978006794e-01 -8.703840519492902494e-01 1.990148091643768880e-02 -4.715884573861031659e-03
9.481201172000000099e+01 -5.967831717527960489e-04 7.102815115662533541e-03 4.596552007402631146e-01 -8.704152546120382805e-01 1.990141211807561206e-02 -4.716577238954923132e-03
9.481811523000000363e+01 -5.961338656791520529e-04 7.102595837155528669e-03 4.595946018991728943e-01 -8.704464530005762146e-01 1.990134329779788547e-02 -4.717269934039661217e-03
9.482421875000000000e+01 -5.954845913463263640e-04 7.102376503702399757e-03 4.595340008762537898e-01 -8.704776472170694390e-01 1.990127445539076334e-02 -4.717962661405352386e-03
9.483032226999999637e+01 -5.948353498223882263e-04 7.102157115662567632e-03 4.594733977710835360e-01 -8.705088372103095828e-01 1.990120559097360853e-02 -4.718655419938738715e-03
9.483642577999999901e+01 -5.941861421747615668e-04 7.101937673398270312e-03 4.594127926832514697e-01 -8.705400229291431202e-01 1.990113670467200113e-02 -4.719348208525493693e-03
9.484252929999999537e+01 -5.935369662797909673e-04 7.101718176191845755e-03 4.593521854144642647e-01 -8.705712044756725998e-01 1.990106779627023870e-02 -4.720041029456518294e-03
9.484863280999999802e+01 -5.928878242689242239e-04 7.101498624762996037e-03 4.592915761636087724e-01 -8.706023817476506999e-01 1.990099886600148194e-02 -4.720733880482514550e-03
9.485473632999999438e+01 -5.922387140190471522e-04 7.101279018395363629e-03 4.592309647323788990e-01 -8.706335548471553221e-01 1.990092991365291497e-02 -4.721426763895102477e-03
9.486083983999999703e+01 -5.915896376607263085e-04 7.101059357808491013e-03 4.591703513196756514e-01 -8.706647236719688987e-01 1.990086093945772627e-02 -4.722119677444056030e-03
9.486694335999999339e+01 -5.909405930710695531e-04 7.100839642284841047e-03 4.591097357271779478e-01 -8.706958883241462388e-01 1.990079194320337752e-02 -4.722812623421245026e-03
9.487304688000000397e+01 -5.902915813172995851e-04 7.100619872185728876e-03 4.590491180544870597e-01 -8.707270487525422542e-01 1.990072292501042506e-02 -4.723505600712496477e-03
9.487915039000000661e+01 -5.896426034668542093e-04 7.100400047872629239e-03 4.589884984012177482e-01 -8.707582049060362817e-01 1.990065388500346366e-02 -4.724198608202438698e-03
9.488525391000000297e+01 -5.889936573967857747e-04 7.100180168626735178e-03 4.589278765690240625e-01 -8.707893568866480472e-01 1.990058482296354347e-02 -4.724891648183323148e-03
9.489135742000000562e+01 -5.883447452375428766e-04 7.099960235169219813e-03 4.588672527568478099e-01 -8.708205045922163823e-01 1.990051573913004246e-02 -4.725584718404668774e-03
9.489746094000000198e+01 -5.876958648664276641e-04 7.099740246782296205e-03 4.588066267663309938e-01 -8.708516481247383645e-01 1.990044663328466301e-02 -4.726277821158526675e-03
9.490356445000000463e+01 -5.870470184140622050e-04 7.099520204187782790e-03 4.587459987964241370e-01 -8.708827873820874643e-01 1.990037750566636676e-02 -4.726970954194208499e-03
9.490966797000000099e+01 -5.863982037577764039e-04 7.099300106664145626e-03 4.586853686487577519e-01 -8.709139224662205692e-01 1.990030835605408055e-02 -4.727664119803845141e-03
9.491577148000000363e+01 -5.857494230273735392e-04 7.099079954936506065e-03 4.586247365222985151e-01 -8.709450532750357965e-01 1.990023918468983299e-02 -4.728357315736874018e-03
9.492187500000000000e+01 -5.851006741006761769e-04 7.098859748282865256e-03 4.585641022186627835e-01 -8.709761799104793756e-01 1.990016999135363340e-02 -4.729050544285059131e-03
9.492797851999999637e+01 -5.844519580451706942e-04 7.098639487065870612e-03 4.585034658374781413e-01 -8.710073023214630616e-01 1.990010077617127005e-02 -4.729743804333967280e-03
9.493408202999999901e+01 -5.838032759269348726e-04 7.098419171647954440e-03 4.584428274783972634e-01 -8.710384204569350253e-01 1.990003153926321600e-02 -4.730437094767924941e-03
9.494018554999999537e+01 -5.831546256239647508e-04 7.098198801308318318e-03 4.583821869430109164e-01 -8.710695344187773248e-01 1.989996228041369941e-02 -4.731130417879404748e-03
9.494628905999999802e+01 -5.825060092661191180e-04 7.097978376770001929e-03 4.583215444303196939e-01 -8.711006441049697901e-01 1.989989299986126559e-02 -4.731823771416981961e-03
9.495239257999999438e+01 -5.818574247321364745e-04 7.097757897312061137e-03 4.582608997419064800e-01 -8.711317496173833774e-01 1.989982369738754753e-02 -4.732517157673465751e-03
9.495849608999999703e+01 -5.812088741500437417e-04 7.097537363658305842e-03 4.582002530767835813e-01 -8.711628508540103510e-01 1.989975437322795415e-02 -4.733210574397283057e-03
9.496459960999999339e+01 -5.805603553991831034e-04 7.097316775087743335e-03 4.581396042365230570e-01 -8.711939479166923572e-01 1.989968502717068266e-02 -4.733904023881015805e-03
9.497070311999999603e+01 -5.799118706085737429e-04 7.097096132323559015e-03 4.580789534201478719e-01 -8.712250407034534128e-01 1.989961565944792232e-02 -4.734597503872996389e-03
9.497680664000000661e+01 -5.792634176566072157e-04 7.096875434643892810e-03 4.580183004292177062e-01 -8.712561293161125153e-01 1.989954626984298536e-02 -4.735291016666108577e-03
9.498291016000000297e+01 -5.786149976096249814e-04 7.096654682412530113e-03 4.579576453633905642e-01 -8.712872137036424824e-01 1.989947685848236780e-02 -4.735984561144693586e-03
9.498901367000000562e+01 -5.779666115343778943e-04 7.096433875990917906e-03 4.578969883223467097e-01 -8.713182938150576540e-01 1.989940742548865216e-02 -4.736678136192782121e-03
9.499511719000000198e+01 -5.773182573094587378e-04 7.096213014656578555e-03 4.578363291076197328e-01 -8.713493697521321746e-01 1.989933797064459553e-02 -4.737371744103396724e-03
9.500122070000000463e+01 -5.766699370631164778e-04 7.095992099135403630e-03 4.577756679182711230e-01 -8.713804414129520115e-01 1.989926849418577337e-02 -4.738065382624523716e-03
9.500732422000000099e+01 -5.760216486752414711e-04 7.095771128704082831e-03 4.577150045558193159e-01 -8.714115088992662184e-01 1.989919899589578933e-02 -4.738759054049135333e-03
9.501342773000000363e+01 -5.753733942732291995e-04 7.095550104088237109e-03 4.576543392193451743e-01 -8.714425721092016186e-01 1.989912947601339688e-02 -4.739452756124955084e-03
9.501953125000000000e+01 -5.747251717374488034e-04 7.095329024563334919e-03 4.575936717103509799e-01 -8.714736311444744032e-01 1.989905993432070086e-02 -4.740146491144937857e-03
9.502563476999999637e+01 -5.740769821331731526e-04 7.095107890493182468e-03 4.575330021285269333e-01 -8.715046859541144553e-01 1.989899037094097767e-02 -4.740840257993169000e-03
9.503173827999999901e+01 -5.734288265261747175e-04 7.094886702242203524e-03 4.574723305735755585e-01 -8.715357364871796353e-01 1.989892078599862779e-02 -4.741534055553347018e-03
9.503784179999999537e+01 -5.727807027963924269e-04 7.094665459084319170e-03 4.574116568469765998e-01 -8.715667828453492749e-01 1.989885117927463198e-02 -4.742227886119162322e-03
9.504394530999999802e+01 -5.721326130716866687e-04 7.094444161747676114e-03 4.573509811478467246e-01 -8.715978249268034883e-01 1.989878155100929802e-02 -4.742921747437088553e-03
9.505004882999999438e+01 -5.714845552316841215e-04 7.094222809506618710e-03 4.572903032776585164e-01 -8.716288628332102828e-01 1.989871190098126130e-02 -4.743615641801477052e-03
9.505615233999999703e+01 -5.708365314041133343e-04 7.094001403088939783e-03 4.572296234355319733e-01 -8.716598964627810808e-01 1.989864222943425742e-02 -4.744309566958338290e-03
9.506225585999999339e+01 -5.701885394689479303e-04 7.093779941767221209e-03 4.571689414229294091e-01 -8.716909259171421454e-01 1.989857253614363275e-02 -4.745003525202086056e-03
9.506835938000000397e+01 -5.695405804919465020e-04 7.093558425908377818e-03 4.571082573395633397e-01 -8.717219511453633274e-01 1.989850282123879766e-02 -4.745697515415566239e-03
9.507446289000000661e+01 -5.688926555382015082e-04 7.093336855874265989e-03 4.570475712851566064e-01 -8.717529720965642159e-01 1.989843308484032236e-02 -4.746391536482677705e-03
9.508056641000000297e+01 -5.682447624884220949e-04 7.093115230940340299e-03 4.569868830611459876e-01 -8.717839888723188935e-01 1.989836332673394770e-02 -4.747085590696882747e-03
9.508666992000000562e+01 -5.675969034693167936e-04 7.092893551833054366e-03 4.569261928666967232e-01 -8.718150013709162760e-01 1.989829354715398624e-02 -4.747779675804408676e-03
9.509277344000000198e+01 -5.669490763618723062e-04 7.092671817827286840e-03 4.568655005032274952e-01 -8.718460096939235626e-01 1.989822374588325060e-02 -4.748473794099930360e-03
9.509887695000000463e+01 -5.663012832921657247e-04 7.092450029651461985e-03 4.568048061699127027e-01 -8.718770137396474329e-01 1.989815392316222897e-02 -4.749167943328800809e-03
9.510498047000000099e+01 -5.656535221417874348e-04 7.092228186577440030e-03 4.567441096681679746e-01 -8.719080136096128975e-01 1.989808407877093066e-02 -4.749862125785667133e-03
9.511108398000000363e+01 -5.650057950364814618e-04 7.092006289333742386e-03 4.566834111971732058e-01 -8.719390092021803707e-01 1.989801421294781769e-02 -4.750556339215921374e-03
9.511718750000000000e+01 -5.643580998582128916e-04 7.091784337194949328e-03 4.566227105583307022e-01 -8.719700006188377817e-01 1.989794432547546676e-02 -4.751250585914693764e-03
9.512329101999999637e+01 -5.637104376710749820e-04 7.091562330524339708e-03 4.565620078513793478e-01 -8.720009878087309207e-01 1.989787441647755672e-02 -4.751944864764140637e-03
9.512939452999999901e+01 -5.630628095406528533e-04 7.091340269686323416e-03 4.565013031760821183e-01 -8.720319707210355542e-01 1.989780448607897378e-02 -4.752639174646822520e-03
9.513549804999999537e+01 -5.624152133477874904e-04 7.091118153954759085e-03 4.564405963338080685e-01 -8.720629494572016416e-01 1.989773453405958847e-02 -4.753333517858139394e-03
9.514160155999999802e+01 -5.617676512186461912e-04 7.090895984058168122e-03 4.563798875237822794e-01 -8.720939239156513256e-01 1.989766456066088818e-02 -4.754027892142373944e-03
9.514770507999999438e+01 -5.611201210348748525e-04 7.090673759267723808e-03 4.563191765473685324e-01 -8.721248941978243518e-01 1.989759456566232709e-02 -4.754722299794844620e-03
9.515380858999999703e+01 -5.604726249222313772e-04 7.090451480313231247e-03 4.562584636037997909e-01 -8.721558602021486362e-01 1.989752454930279746e-02 -4.755416738560235695e-03
9.515991210999999339e+01 -5.598251607621118620e-04 7.090229146467549870e-03 4.561977484944272909e-01 -8.721868220300359464e-01 1.989745451136534782e-02 -4.756111210734047766e-03
9.516601561999999603e+01 -5.591777306803435987e-04 7.090006758458229641e-03 4.561370314184989283e-01 -8.722177795799679334e-01 1.989738445208669160e-02 -4.756805714060161061e-03
9.517211914000000661e+01 -5.585303325588569789e-04 7.089784315559524708e-03 4.560763121773550588e-01 -8.722487329533044065e-01 1.989731437124882263e-02 -4.757500250834162912e-03
9.517822266000000297e+01 -5.578829674621477164e-04 7.089561818133631454e-03 4.560155908707616557e-01 -8.722796820992668732e-01 1.989724426897754306e-02 -4.758194819938631193e-03
9.518432617000000562e+01 -5.572356364543715190e-04 7.089339266547214913e-03 4.559548675985119481e-01 -8.723106269670830581e-01 1.989717414539507456e-02 -4.758889420254478440e-03
9.519042969000000198e+01 -5.565883374180347065e-04 7.089116660071219378e-03 4.558941421619222556e-01 -8.723415676580896783e-01 1.989710400028553428e-02 -4.759584054078133328e-03
9.519653320000000463e+01 -5.559410724778959811e-04 7.088893999435595672e-03 4.558334147602702280e-01 -8.723725040708296685e-01 1.989703383388684299e-02 -4.760278719152752705e-03
9.520263672000000099e+01 -5.552938395168710572e-04 7.088671283911537890e-03 4.557726851948640245e-01 -8.724034363066084374e-01 1.989696364597827449e-02 -4.760973417774455596e-03
9.520874023000000363e+01 -5.546466406592745479e-04 7.088448514228379294e-03 4.557119536649956726e-01 -8.724343642640033369e-01 1.989689343680078881e-02 -4.761668147687189018e-03
9.521484375000000000e+01 -5.539994737875086894e-04 7.088225689657515205e-03 4.556512199719585099e-01 -8.724652880442920200e-01 1.989682320613635202e-02 -4.762362911186265348e-03
9.522094726999999637e+01 -5.533523399664508347e-04 7.088002810564125733e-03 4.555904842155472645e-01 -8.724962075967310771e-01 1.989675295410796296e-02 -4.763057707153755919e-03
9.522705077999999901e+01 -5.527052402593823910e-04 7.087779877313675481e-03 4.555297464955735953e-01 -8.725271228706059645e-01 1.989668268084027192e-02 -4.763752534470283573e-03
9.523315429999999537e+01 -5.520581725498158177e-04 7.087556889176255259e-03 4.554690066133086912e-01 -8.725580339671512586e-01 1.989661238611532823e-02 -4.764447395432839898e-03
9.523925780999999802e+01 -5.514111389613648995e-04 7.087333846882211408e-03 4.554082647680782747e-01 -8.725889407850153656e-01 1.989654207017174659e-02 -4.765142287783716984e-03
9.524536132999999438e+01 -5.507641373776392402e-04 7.087110749701759638e-03 4.553475207611435427e-01 -8.726198434254071046e-01 1.989647173279210368e-02 -4.765837213819657490e-03
9.525146483999999703e+01 -5.501171699223289524e-04 7.086887598366314878e-03 4.552867747918459829e-01 -8.726507417869981964e-01 1.989640137421280763e-02 -4.766532171283239736e-03
9.525756835999999339e+01 -5.494702344792032345e-04 7.086664392144316482e-03 4.552260266614253648e-01 -8.726816359709648196e-01 1.989633099421732332e-02 -4.767227162471247143e-03
9.526367188000000397e+01 -5.488233321116753327e-04 7.086441131402540505e-03 4.551652764697068365e-01 -8.727125259266310664e-01 1.989626059292970428e-02 -4.767922186264289541e-03
9.526977539000000661e+01 -5.481764638831029823e-04 7.086217816506229505e-03 4.551045243165210419e-01 -8.727434116033132572e-01 1.989619017047417060e-02 -4.768617241543080844e-03
9.527587891000000297e+01 -5.475296276774010984e-04 7.085994446724482032e-03 4.550437700030977584e-01 -8.727742931021653661e-01 1.989611972663236916e-02 -4.769312330605112241e-03
9.528198242000000562e+01 -5.468828256182597936e-04 7.085771022789379148e-03 4.549830137288097820e-01 -8.728051703219250612e-01 1.989604926164438570e-02 -4.770007451191767694e-03
9.528808594000000198e+01 -5.462360555892262215e-04 7.085547543969089590e-03 4.549222552948626874e-01 -8.728360433637014637e-01 1.989597877528907766e-02 -4.770702605600375332e-03
9.529418945000000463e+01 -5.455893197132896666e-04 7.085324010995708299e-03 4.548614949006550834e-01 -8.728669121262717656e-01 1.989590826780786303e-02 -4.771397791572463964e-03
9.530029297000000099e+01 -5.449426158748230109e-04 7.085100423137050130e-03 4.548007323473757801e-01 -8.728977767107237717e-01 1.989583773897937724e-02 -4.772093011405060745e-03
9.530639648000000363e+01 -5.442959461970653390e-04 7.084876781125730438e-03 4.547399678344352103e-01 -8.729286370158511055e-01 1.989576718904623176e-02 -4.772788262840203626e-03
9.531250000000000000e+01 -5.436493085639107492e-04 7.084653084229862452e-03 4.546792011630114705e-01 -8.729594931427184790e-01 1.989569661778631260e-02 -4.773483548174587560e-03
9.531860351999999637e+01 -5.430027040385435044e-04 7.084429332814723423e-03 4.546184324329564652e-01 -8.729903450406875098e-01 1.989562602532719826e-02 -4.774178866288981103e-03
9.532470702999999901e+01 -5.423561336841548064e-04 7.084205527248699230e-03 4.545576617441378642e-01 -8.730211926591744387e-01 1.989555541179167941e-02 -4.774874216063350503e-03
9.533081054999999537e+01 -5.417095953854506041e-04 7.083981666796572430e-03 4.544968888977146126e-01 -8.730520360991791406e-01 1.989548477696077844e-02 -4.775569599795361289e-03
9.533691405999999802e+01 -5.410630912640393420e-04 7.083757752193456381e-03 4.544361140931306164e-01 -8.730828752595800601e-01 1.989541412107546925e-02 -4.776265015225680984e-03
9.534301757999999438e+01 -5.404166192062229146e-04 7.083533782705306314e-03 4.543753371315310541e-01 -8.731137102413688567e-01 1.989534344391546972e-02 -4.776960464652174609e-03
9.534912108999999703e+01 -5.397701813327146492e-04 7.083309759065993527e-03 4.543145582123674364e-01 -8.731445409434337446e-01 1.989527274572190640e-02 -4.777655945815525301e-03
9.535522460999999339e+01 -5.391237755294625567e-04 7.083085680541716112e-03 4.542537771367780031e-01 -8.731753674667501741e-01 1.989520202627377554e-02 -4.778351461013291904e-03
9.536132811999999603e+01 -5.384774039176587479e-04 7.082861547865325347e-03 4.541929941042236463e-01 -8.732061897102327830e-01 1.989513128581195389e-02 -4.779047007986208725e-03
9.536743164000000661e+01 -5.378310643834038896e-04 7.082637360304053220e-03 4.541322089158310593e-01 -8.732370077748237147e-01 1.989506052411355030e-02 -4.779742589031875377e-03
9.537353516000000297e+01 -5.371847579888136548e-04 7.082413118224085979e-03 4.540714216714795137e-01 -8.732678216099576396e-01 1.989498974130923803e-02 -4.780438203030664031e-03
9.537963867000000562e+01 -5.365384857963714782e-04 7.082188821993087857e-03 4.540106324710649344e-01 -8.732986311650947631e-01 1.989491893752068363e-02 -4.781133848861351780e-03
9.538574219000000198e+01 -5.358922456917269983e-04 7.081964470875633244e-03 4.539498411156949742e-01 -8.733294365411274907e-01 1.989484811252961727e-02 -4.781829528822808921e-03
9.539184570000000463e+01 -5.352460397960792648e-04 7.081740065607793067e-03 4.538890478048605570e-01 -8.733602376370623865e-01 1.989477726657623569e-02 -4.782525240654123509e-03
9.539794922000000099e+01 -5.345998659956954779e-04 7.081515605453475581e-03 4.538282523396580115e-01 -8.733910345537541087e-01 1.989470639943918817e-02 -4.783220986654161504e-03
9.540405273000000363e+01 -5.339537264112473314e-04 7.081291091147225158e-03 4.537674549195970242e-01 -8.734218271902380870e-01 1.989463551136098907e-02 -4.783916764562379589e-03
9.541015625000000000e+01 -5.333076189289881475e-04 7.081066521954768045e-03 4.537066553457491103e-01 -8.734526156473449987e-01 1.989456460211898314e-02 -4.784612576677611633e-03
9.541625976999999637e+01 -5.326615446108878826e-04 7.080841898242908050e-03 4.536458537180283468e-01 -8.734833998745610284e-01 1.989449367184126238e-02 -4.785308421878479469e-03
9.542236327999999901e+01 -5.320155045189303711e-04 7.080617220379094301e-03 4.535850501363495324e-01 -8.735141798214030029e-01 1.989442272065300443e-02 -4.786004299044176527e-03
