# f, real(s11_LNA), imag(s11_LNA), C1, C2, TU, TC, TS, real(s11_ant), imag(s11_ant), Gconn, Gbalun, Gground
7.225952148000000363e+01 5.440100000000000447e-04 1.397580999999999997e-02 4.323070300000000366e+00 -1.485755359999999969e+00 1.837891373900000076e+02 -9.129026030000000347e+00 9.621305610000000286e+00 -7.734123894164150748e-02 1.844180356046692948e-01 9.988508196738921097e-01 9.954919921472378253e-01 9.978688086504615695e-01
7.226562500000000000e+01 5.432899999999999839e-04 1.397484000000000053e-02 4.322922990000000354e+00 -1.485746470000000041e+00 1.837883422099999962e+02 -9.129483099999999851e+00 9.623633469999999690e+00 -7.717346603639831104e-02 1.844892235743402498e-01 9.988510753227873851e-01 9.954915077279317126e-01 9.978689976438681608e-01
7.227172851999999637e+01 5.425799999999999720e-04 1.397385999999999941e-02 4.322775720000000099e+00 -1.485737569999999952e+00 1.837875472000000059e+02 -9.129941269999999776e+00 9.625960980000000333e+00 -7.700563611864080782e-02 1.845602467217865306e-01 9.988513311252026350e-01 9.954910238517422627e-01 9.978691865386306592e-01
7.227783202999999901e+01 5.418600000000000196e-04 1.397288999999999996e-02 4.322628459999999784e+00 -1.485728670000000085e+00 1.837867523600000084e+02 -9.130400529999999293e+00 9.628288140000000439e+00 -7.683774961966172157e-02 1.846311049061944431e-01 9.988515870804433039e-01 9.954905405194701684e-01 9.978693753344572981e-01
7.228393554999999537e+01 5.411500000000000078e-04 1.397191000000000058e-02 4.322481230000000174e+00 -1.485719769999999995e+00 1.837859576799999957e+02 -9.130860880000000179e+00 9.630614939999999180e+00 -7.666980614549367967e-02 1.847017983350260073e-01 9.988518431890689442e-01 9.954900577295419106e-01 9.978695640319843463e-01
7.229003905999999802e+01 5.404299999999999469e-04 1.397093999999999940e-02 4.322334030000000382e+00 -1.485710869999999906e+00 1.837851631800000121e+02 -9.131322309999999831e+00 9.632941380000000109e+00 -7.650180640260109688e-02 1.847723267520355594e-01 9.988520994499598959e-01 9.954895754835481059e-01 9.978697526306121723e-01
7.229614257999999438e+01 5.397099999999999944e-04 1.396996000000000002e-02 4.322186839999999641e+00 -1.485701970000000038e+00 1.837843688400000133e+02 -9.131784839999999903e+00 9.635267470000000500e+00 -7.633374999661310389e-02 1.848426903638615004e-01 9.988523558636782651e-01 9.954890937799154571e-01 9.978699411309759348e-01
7.230224608999999703e+01 5.389999999999999826e-04 1.396899000000000057e-02 4.322039690000000434e+00 -1.485693060000000010e+00 1.837835746799999868e+02 -9.132248459999999568e+00 9.637593210000000354e+00 -7.616563763433147061e-02 1.849128889155954303e-01 9.988526124291040587e-01 9.954886126202310281e-01 9.978701295324767795e-01
7.230834960999999339e+01 5.382800000000000301e-04 1.396801999999999939e-02 4.321892550000000277e+00 -1.485684149999999981e+00 1.837827806800000019e+02 -9.132713159999999775e+00 9.639918590000000620e+00 -7.599746892098331597e-02 1.849829226130518811e-01 9.988528691467999376e-01 9.954881320029286274e-01 9.978703178357479775e-01
7.231445311999999603e+01 5.375700000000000183e-04 1.396704000000000001e-02 4.321745439999999938e+00 -1.485675239999999953e+00 1.837819868500000098e+02 -9.133178949999999574e+00 9.642243609999999521e+00 -7.582924456370551680e-02 1.850527912026600219e-01 9.988531260156464642e-01 9.954876519295863257e-01 9.978705060401931171e-01
7.232055664000000661e+01 5.368499999999999574e-04 1.396607000000000057e-02 4.321598360000000305e+00 -1.485666329999999924e+00 1.837811931900000104e+02 -9.133645830000000743e+00 9.644568270000000609e+00 -7.566096416732469299e-02 1.851224948894094890e-01 9.988533830362047450e-01 9.954871723986409293e-01 9.978706941464444702e-01
7.232666016000000297e+01 5.361300000000000050e-04 1.396509999999999939e-02 4.321451289999999723e+00 -1.485657419999999895e+00 1.837803996899999959e+02 -9.134113799999999728e+00 9.646892579999999384e+00 -7.549262816346369309e-02 1.851920335348641311e-01 9.988536402077763388e-01 9.954866934108845822e-01 9.978708821542123797e-01
7.233276367000000562e+01 5.354199999999999932e-04 1.396412999999999995e-02 4.321304259999999786e+00 -1.485648510000000089e+00 1.837796063700000104e+02 -9.134582849999999254e+00 9.649216539999999398e+00 -7.532423698409203283e-02 1.852614070017977177e-01 9.988538975296592515e-01 9.954862149671084293e-01 9.978710700632082986e-01
7.233886719000000198e+01 5.347000000000000407e-04 1.396316000000000050e-02 4.321157239999999788e+00 -1.485639589999999899e+00 1.837788132100000098e+02 -9.135052990000000150e+00 9.651540130000000772e+00 -7.515579023344004517e-02 1.853306154939617922e-01 9.988541550024176985e-01 9.954857370657500537e-01 9.978712578740636108e-01
7.234497070000000463e+01 5.339799999999999798e-04 1.396218999999999932e-02 4.321010249999999608e+00 -1.485630669999999931e+00 1.837780202200000019e+02 -9.135524209999999812e+00 9.653863369999999833e+00 -7.498728861947139002e-02 1.853996587611304314e-01 9.988544126249296884e-01 9.954852597083805321e-01 9.978714455861814603e-01
7.235107422000000099e+01 5.332600000000000274e-04 1.396121999999999988e-02 4.320863280000000195e+00 -1.485621749999999963e+00 1.837772273999999868e+02 -9.135996520000000842e+00 9.656186260000000132e+00 -7.481873174602039767e-02 1.854685370062288952e-01 9.988546703977602137e-01 9.954847828934413334e-01 9.978716332001962286e-01
